display_sample,display_condition,FileName,pair_index,direction,segment_capacity_mAh,voltage_v,figure
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,96.20394166666668,1.3594,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,101.54861944444468,1.3603,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,106.89326388888867,1.3609,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,112.23790833333368,1.3619,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,117.58258611111066,1.3625,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,122.92724166666667,1.3634,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,128.27191944444468,1.3643,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,133.61656388888866,1.3653,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,138.96121944444468,1.3662,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,144.30588611111068,1.3671,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,149.65055277777768,1.3681,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,154.99518611111068,1.3687,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,160.33987499999967,1.3696,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,165.68453055555568,1.3705,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,171.02919722222268,1.3715,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,176.37385277777767,1.3727,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,181.71851944444467,1.3736,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,187.06318611111067,1.3749,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,192.4078527777777,1.3758,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,197.75254166666667,1.3771,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,203.0971861111107,1.378,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,208.44185277777768,1.3792,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,213.78649722222266,1.3805,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,219.13116388888866,1.3817,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,224.47580833333367,1.3829,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,229.82047499999967,1.3842,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,235.16511944444468,1.3854,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,240.50978611111069,1.3867,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,245.85445277777768,1.3885,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,251.19911944444468,1.3901,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,256.54378611111065,1.3913,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,261.88843055555566,1.3932,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,267.2330972222226,1.3947,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,272.57774166666667,1.3969,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,277.92245277777766,1.3988,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,283.2670972222227,1.4009,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,288.61171944444465,1.4034,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,293.95643055555564,1.4056,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,299.30105277777767,1.4081,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,304.64571944444464,1.4105,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,309.99038611111064,1.414,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,315.33498611111065,1.4171,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,320.67967499999963,1.4208,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,326.02427499999965,1.4248,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,331.36896388888863,1.4288,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,336.71363055555565,1.422,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,342.05827499999964,1.4353,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,347.40289722222263,1.4378,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,352.7475416666666,1.4456,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,358.09223055555566,1.4518,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,363.4368972222226,1.457,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,368.78158611111064,1.4688,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,374.12620833333364,1.4741,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,379.47087499999964,1.4691,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,384.81554166666666,1.4853,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,390.1602083333336,1.4862,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,395.50483055555566,1.4357,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,400.8494972222226,1.4347,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,406.1941638888886,1.4242,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,411.5388749999996,1.426,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,416.8834972222227,1.422,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,422.2281638888887,1.4502,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,427.57283055555564,1.4081,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,432.91749722222266,1.4527,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,438.26216388888867,1.4124,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,443.60683055555563,1.4332,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,448.95149722222266,1.4329,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,454.29616388888866,1.4319,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,459.6408305555556,1.427,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,464.98545277777765,1.4304,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,470.3301194444447,1.4335,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,charge,475.6747861111106,1.4046,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,0.0,1.2825,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,5.35693611111111,1.1802,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,10.7139388888889,1.1855,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,16.0709388888889,1.1898,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,21.4279277777778,1.192,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,26.7849194444444,1.1941,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,32.1419194444444,1.196,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,37.4988972222222,1.1976,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,42.8558777777778,1.1994,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,48.2128777777778,1.2019,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,53.5698777777778,1.2053,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,58.9268777777778,1.209,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,64.2838777777778,1.2127,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,69.6408666666667,1.2149,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,74.9978722222222,1.2165,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,80.3548444444444,1.218,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,85.7118333333333,1.2199,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,91.0687944444444,1.2214,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,96.4257777777778,1.2227,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,101.782722222222,1.2233,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,107.1397,1.2242,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,112.496688888889,1.2258,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,117.853688888889,1.227,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,123.210688888889,1.2279,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,128.567677777778,1.2289,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,133.924677777778,1.2298,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,139.281677777778,1.2301,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,144.638666666667,1.2307,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,149.995644444444,1.2307,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,155.352644444444,1.231,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,160.709633333333,1.2313,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,166.066633333333,1.2317,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,171.423588888889,1.2317,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,176.780588888889,1.2317,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,182.137588888889,1.2317,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,187.494555555556,1.2317,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,192.851533333333,1.2317,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,198.208533333333,1.2313,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,203.565511111111,1.231,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,208.922533333333,1.2307,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,214.279511111111,1.2304,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,219.636466666667,1.2298,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,224.993444444444,1.2289,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,230.350444444444,1.2279,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,235.707444444444,1.2258,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,241.064444444444,1.2236,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,246.421444444444,1.2193,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,251.778444444444,1.214,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,257.135422222222,1.2093,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,262.492422222222,1.2056,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,267.8494,1.2019,01_baseline_standard_controls
Pristine,Capacity limit,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,discharge,273.2064,1.1982,01_baseline_standard_controls
