cell_id,supporting_electrolyte,pair_index,window_mAh_cm2,Q_mAh_cm2,dVdQ_V_per_mAh_cm2,dVdQ_mV_per_mAh_cm2
G4_pristine_cell,NH4Br,20,5.25,45.75,0.000781414954153,0.781414954153
G4_pristine_cell,NH4Br,20,5.25,46,0.000794623811139,0.794623811139
G4_pristine_cell,NH4Br,20,5.25,46.25,0.0008115188253,0.8115188253
G4_pristine_cell,NH4Br,20,5.25,46.5,0.000831799397604,0.831799397604
G4_pristine_cell,NH4Br,20,5.25,46.75,0.000845244088099,0.845244088099
G4_pristine_cell,NH4Br,20,5.25,47,0.000849652716732,0.849652716732
G4_pristine_cell,NH4Br,20,5.25,47.25,0.000847453730458,0.847453730458
G4_pristine_cell,NH4Br,20,5.25,47.5,0.000839408975849,0.839408975849
G4_pristine_cell,NH4Br,20,5.25,47.75,0.000824661123632,0.824661123632
G4_pristine_cell,NH4Br,20,5.25,48,0.000809349404027,0.809349404027
G4_pristine_cell,NH4Br,20,5.25,48.25,0.000802283204279,0.802283204279
G4_pristine_cell,NH4Br,20,5.25,48.5,0.000800958273292,0.800958273292
G4_pristine_cell,NH4Br,20,5.25,48.75,0.00080489824177,0.80489824177
G4_pristine_cell,NH4Br,20,5.25,49,0.000815654623992,0.815654623992
G4_pristine_cell,NH4Br,20,5.25,49.25,0.000832732688656,0.832732688656
G4_pristine_cell,NH4Br,20,5.25,49.5,0.000843492982928,0.843492982928
G4_pristine_cell,NH4Br,20,5.25,49.75,0.000848408229832,0.848408229832
G4_pristine_cell,NH4Br,20,5.25,50,0.000847537442761,0.847537442761
G4_pristine_cell,NH4Br,20,5.25,50.25,0.000839296165059,0.839296165059
G4_pristine_cell,NH4Br,20,5.25,50.5,0.00082040904174,0.82040904174
G4_pristine_cell,NH4Br,20,5.25,50.75,0.000798763819057,0.798763819056
G4_pristine_cell,NH4Br,20,5.25,51,0.000778049630586,0.778049630586
G4_pristine_cell,NH4Br,20,5.25,51.25,0.000763120975471,0.763120975471
G4_pristine_cell,NH4Br,20,5.25,51.5,0.00075900361474,0.75900361474
G4_pristine_cell,NH4Br,20,5.25,51.75,0.000771084287,0.771084287
G4_pristine_cell,NH4Br,20,5.25,52,0.000796945580392,0.796945580392
G4_pristine_cell,NH4Br,20,5.25,52.25,0.000832231427683,0.832231427683
G4_pristine_cell,NH4Br,20,5.25,52.5,0.000871700362232,0.871700362232
G4_pristine_cell,NH4Br,20,5.25,52.75,0.000909260651212,0.909260651212
G4_pristine_cell,NH4Br,20,5.25,53,0.000937922869895,0.937922869895
G4_pristine_cell,NH4Br,20,5.25,53.25,0.000953318834073,0.953318834073
G4_pristine_cell,NH4Br,20,5.25,53.5,0.00096028689895,0.96028689895
G4_pristine_cell,NH4Br,20,5.25,53.75,0.000959487297687,0.959487297687
G4_pristine_cell,NH4Br,20,5.25,54,0.000952814718877,0.952814718877
G4_pristine_cell,NH4Br,20,5.25,54.25,0.000943540565988,0.943540565988
G4_pristine_cell,NH4Br,20,5.25,54.5,0.000936455242802,0.936455242802
G4_pristine_cell,NH4Br,20,5.25,54.75,0.000927108231533,0.927108231533
G4_pristine_cell,NH4Br,20,5.25,55,0.000915756884677,0.915756884677
G4_pristine_cell,NH4Br,20,5.25,55.25,0.000904817501801,0.904817501801
G4_pristine_cell,NH4Br,20,5.25,55.5,0.000896557501931,0.896557501931
G4_pristine_cell,NH4Br,20,5.25,55.75,0.000893142851842,0.893142851842
G4_pristine_cell,NH4Br,20,5.25,56,0.000894930900968,0.894930900968
G4_pristine_cell,NH4Br,20,5.25,56.25,0.000902135574148,0.902135574148
G4_pristine_cell,NH4Br,20,5.25,56.5,0.000912617445098,0.912617445098
G4_pristine_cell,NH4Br,20,5.25,56.75,0.000924148826302,0.924148826302
G4_pristine_cell,NH4Br,20,5.25,57,0.000934366340525,0.934366340525
G4_pristine_cell,NH4Br,20,5.25,57.25,0.000941488469508,0.941488469507
G4_pristine_cell,NH4Br,20,5.25,57.5,0.000944790055715,0.944790055716
G4_pristine_cell,NH4Br,20,5.25,57.75,0.000944813349912,0.944813349912
G4_pristine_cell,NH4Br,20,5.25,58,0.000942566543906,0.942566543906
G4_pristine_cell,NH4Br,20,5.25,58.25,0.000938923684409,0.938923684409
G4_pristine_cell,NH4Br,20,5.25,58.5,0.000934672101319,0.934672101318
G4_pristine_cell,NH4Br,20,5.25,58.75,0.000926388994008,0.926388994008
G4_pristine_cell,NH4Br,20,5.25,59,0.000914016861443,0.914016861443
G4_pristine_cell,NH4Br,20,5.25,59.25,0.000904963360667,0.904963360667
G4_pristine_cell,NH4Br,20,5.25,59.5,0.000904719086133,0.904719086133
G4_pristine_cell,NH4Br,20,5.25,59.75,0.000917142137023,0.917142137023
G4_pristine_cell,NH4Br,20,5.25,60,0.000943293518812,0.943293518812
G4_pristine_cell,NH4Br,20,5.25,60.25,0.000984083612227,0.984083612227
G4_pristine_cell,NH4Br,20,5.25,60.5,0.00103443353747,1.03443353747
G4_pristine_cell,NH4Br,20,5.25,60.75,0.00108901732392,1.08901732392
G4_pristine_cell,NH4Br,20,5.25,61,0.00114240419502,1.14240419502
G4_pristine_cell,NH4Br,20,5.25,61.25,0.00118983900005,1.18983900005
G4_pristine_cell,NH4Br,20,5.25,61.5,0.00123511983094,1.23511983094
G4_pristine_cell,NH4Br,20,5.25,61.75,0.00127257761713,1.27257761713
G4_pristine_cell,NH4Br,20,5.25,62,0.00129623409723,1.29623409723
G4_pristine_cell,NH4Br,20,5.25,62.25,0.00130289936322,1.30289936322
G4_pristine_cell,NH4Br,20,5.25,62.5,0.00129217185811,1.29217185811
G4_pristine_cell,NH4Br,20,5.25,62.75,0.00125792855826,1.25792855826
G4_pristine_cell,NH4Br,20,5.25,63,0.00120069991999,1.20069991999
G4_pristine_cell,NH4Br,20,5.25,63.25,0.00113479455796,1.13479455796
G4_pristine_cell,NH4Br,20,5.25,63.5,0.00107386176374,1.07386176374
G4_pristine_cell,NH4Br,20,5.25,63.75,0.00103117607926,1.03117607926
G4_pristine_cell,NH4Br,20,5.25,64,0.00101164986051,1.01164986051
G4_pristine_cell,NH4Br,20,5.25,64.25,0.00101850581108,1.01850581108
G4_pristine_cell,NH4Br,20,5.25,64.5,0.00104570304101,1.04570304101
G4_pristine_cell,NH4Br,20,5.25,64.75,0.00108669215327,1.08669215327
G4_pristine_cell,NH4Br,20,5.25,65,0.00113427295891,1.13427295891
G4_pristine_cell,NH4Br,20,5.25,65.25,0.00118147503589,1.18147503589
G4_pristine_cell,NH4Br,20,5.25,65.5,0.00121730665551,1.21730665551
G4_pristine_cell,NH4Br,20,5.25,65.75,0.00124212725929,1.24212725929
G4_pristine_cell,NH4Br,20,5.25,66,0.00125946751019,1.25946751019
G4_pristine_cell,NH4Br,20,5.25,66.25,0.00127000577863,1.27000577863
G4_pristine_cell,NH4Br,20,5.25,66.5,0.00127185271661,1.27185271661
G4_pristine_cell,NH4Br,20,5.25,66.75,0.00127481022953,1.27481022953
G4_pristine_cell,NH4Br,20,5.25,67,0.00128494717182,1.28494717182
G4_pristine_cell,NH4Br,20,5.25,67.25,0.00130222086664,1.30222086664
G4_pristine_cell,NH4Br,20,5.25,67.5,0.00132880789291,1.32880789291
G4_pristine_cell,NH4Br,20,5.25,67.75,0.00136943607579,1.36943607579
G4_pristine_cell,NH4Br,20,5.25,68,0.00141978433519,1.41978433519
G4_pristine_cell,NH4Br,20,5.25,68.25,0.00146534296203,1.46534296203
G4_pristine_cell,NH4Br,20,5.25,68.5,0.00150404656837,1.50404656837
G4_pristine_cell,NH4Br,20,5.25,68.75,0.00153272903875,1.53272903875
G4_pristine_cell,NH4Br,20,5.25,69,0.00154721838715,1.54721838715
G4_pristine_cell,NH4Br,20,5.25,69.25,0.00154397030361,1.54397030361
G4_pristine_cell,NH4Br,20,5.25,69.5,0.00152649179501,1.52649179501
G4_pristine_cell,NH4Br,20,5.25,69.75,0.00150099103908,1.50099103908
G4_pristine_cell,NH4Br,20,5.25,70,0.00147769824566,1.47769824566
G4_pristine_cell,NH4Br,20,5.25,70.25,0.00146722789126,1.46722789126
G4_pristine_cell,NH4Br,20,5.25,70.5,0.00148105301171,1.48105301171
G4_pristine_cell,NH4Br,20,5.25,70.75,0.0015141463316,1.5141463316
G4_pristine_cell,NH4Br,20,5.25,71,0.0015629132735,1.5629132735
G4_pristine_cell,NH4Br,20,5.25,71.25,0.00161949179789,1.61949179789
G4_pristine_cell,NH4Br,20,5.25,71.5,0.00167576644274,1.67576644274
G4_pristine_cell,NH4Br,20,5.25,71.75,0.00172336831048,1.72336831048
G4_pristine_cell,NH4Br,20,5.25,72,0.00175812418553,1.75812418553
G4_pristine_cell,NH4Br,20,5.25,72.25,0.00177599706134,1.77599706134
G4_pristine_cell,NH4Br,20,5.25,72.5,0.00178065758965,1.78065758965
G4_pristine_cell,NH4Br,20,5.25,72.75,0.00177601364305,1.77601364305
G4_pristine_cell,NH4Br,20,5.25,73,0.00176649490204,1.76649490204
G4_pristine_cell,NH4Br,20,5.25,73.25,0.00175682189484,1.75682189484
G4_pristine_cell,NH4Br,20,5.25,73.5,0.00174722256913,1.74722256913
G4_pristine_cell,NH4Br,20,5.25,73.75,0.00173976149398,1.73976149398
G4_pristine_cell,NH4Br,20,5.25,74,0.00173630515005,1.73630515005
G4_pristine_cell,NH4Br,20,5.25,74.25,0.00173981910799,1.73981910799
G4_pristine_cell,NH4Br,20,5.25,74.5,0.0017545103091,1.7545103091
G4_pristine_cell,NH4Br,20,5.25,74.75,0.00176857209419,1.76857209419
G4_pristine_cell,NH4Br,20,5.25,75,0.00177104501459,1.77104501459
G4_pristine_cell,NH4Br,20,5.25,75.25,0.00177413042367,1.77413042367
G4_pristine_cell,NH4Br,20,5.25,75.5,0.00178491112081,1.78491112081
G4_pristine_cell,NH4Br,20,5.25,75.75,0.00180582562441,1.80582562441
G4_pristine_cell,NH4Br,20,5.25,76,0.00183940187875,1.83940187875
G4_pristine_cell,NH4Br,20,5.25,76.25,0.00189693732152,1.89693732152
G4_pristine_cell,NH4Br,20,5.25,76.5,0.0019718985439,1.9718985439
G4_pristine_cell,NH4Br,20,5.25,76.75,0.00205847367228,2.05847367228
G4_pristine_cell,NH4Br,20,5.25,77,0.0021519992498,2.1519992498
G4_pristine_cell,NH4Br,20,5.25,77.25,0.00224899411176,2.24899411176
G4_pristine_cell,NH4Br,20,5.25,77.5,0.00233048635762,2.33048635762
G4_pristine_cell,NH4Br,20,5.25,77.75,0.00239263432549,2.39263432549
G4_pristine_cell,NH4Br,20,5.25,78,0.00243776783845,2.43776783845
G4_pristine_cell,NH4Br,20,5.25,78.25,0.00246727052623,2.46727052623
G4_pristine_cell,NH4Br,20,5.25,78.5,0.00248214894744,2.48214894744
G4_pristine_cell,NH4Br,20,5.25,78.75,0.00248455787657,2.48455787657
G4_pristine_cell,NH4Br,20,5.25,79,0.00247720474667,2.47720474667
G4_pristine_cell,NH4Br,20,5.25,79.25,0.00247047016838,2.47047016838
G4_pristine_cell,NH4Br,20,5.25,79.5,0.00247599972463,2.47599972463
G4_pristine_cell,NH4Br,20,5.25,79.75,0.00250746284676,2.50746284676
G4_pristine_cell,NH4Br,20,5.25,80,0.00256712037784,2.56712037784
G4_pristine_cell,NH4Br,20,5.25,80.25,0.00263853265491,2.63853265491
G4_pristine_cell,NH4Br,20,5.25,80.5,0.0027160986408,2.7160986408
G4_pristine_cell,NH4Br,20,5.25,80.75,0.00279283590277,2.79283590277
G4_pristine_cell,NH4Br,20,5.25,81,0.00286061782727,2.86061782727
G4_pristine_cell,NH4Br,20,5.25,81.25,0.0029104279954,2.9104279954
G4_pristine_cell,NH4Br,20,5.25,81.5,0.00306389798835,3.06389798835
G4_pristine_cell,NH4Br,20,5.25,81.75,0.00328902471634,3.28902471634
G4_pristine_cell,NH4Br,20,5.25,82,0.00345185506968,3.45185506968
G4_pristine_cell,NH4Br,20,5.25,82.25,0.00346385489846,3.46385489846
G4_pristine_cell,NH4Br,20,5.25,82.5,0.00327721359438,3.27721359438
G4_pristine_cell,NH4Br,20,5.25,82.75,0.00276873460042,2.76873460042
G4_pristine_cell,NH4Br,20,5.25,83,0.00177422707781,1.77422707781
G4_pristine_cell,NH4Br,20,5.25,83.25,0.000605164709083,0.605164709083
G4_pristine_cell,NH4Br,20,5.25,83.5,-0.0004917869415,-0.4917869415
G4_pristine_cell,NH4Br,20,5.25,83.75,-0.00133021727944,-1.33021727944
G4_pristine_cell,NH4Br,20,5.25,84,-0.00178290862668,-1.78290862668
G4_pristine_cell,NH4Br,20,5.25,84.25,-0.00160584459483,-1.60584459483
G4_pristine_cell,NH4Br,20,5.25,84.5,-0.000915372943575,-0.915372943575
G4_pristine_cell,NH4Br,20,5.25,84.75,0.000147919120106,0.147919120106
G4_pristine_cell,NH4Br,20,5.25,85,0.0014453806653,1.4453806653
G4_pristine_cell,NH4Br,20,5.25,85.25,0.00283958559914,2.83958559914
G4_pristine_cell,NH4Br,20,5.25,85.5,0.00413960541821,4.13960541821
G4_pristine_cell,NH4Br,20,5.25,85.75,0.0052181548247,5.2181548247
G4_pristine_cell,NH4Br,20,5.25,86,0.00600471584096,6.00471584096
