theta_end,R_theta_end,effective_coefficient_V,effective_slope_mV_dec,fixed_accessibility_voltage_contribution_mV
0.814106666667,0.185893333333,0.0420856266464,96.9057365452,70.8125282268
0.812153333333,0.187846666667,0.0423487168541,97.5115241357,70.8125282268
0.8102,0.1898,0.0426123440161,98.118548109,70.8125282268
0.808246666667,0.191753333333,0.0428765239288,98.7268448379,70.8125282268
0.806293333333,0.193706666667,0.0431412722254,99.336450319,70.8125282268
0.80434,0.19566,0.0434066043852,99.9474001948,70.8125282268
0.802386666667,0.197613333333,0.0436725357429,100.559729775,70.8125282268
0.800433333333,0.199566666667,0.0439390814975,101.173474056,70.8125282268
0.79848,0.20152,0.0442062567207,101.788667742,70.8125282268
0.796526666667,0.203473333333,0.044474076365,102.405345263,70.8125282268
0.794573333333,0.205426666667,0.0447425552715,103.023540791,70.8125282268
0.79262,0.20738,0.0450117081777,103.64328826,70.8125282268
0.790666666667,0.209333333333,0.0452815497243,104.264621383,70.8125282268
0.788713333333,0.211286666667,0.0455520944625,104.887573664,70.8125282268
0.78676,0.21324,0.0458233568608,105.512178419,70.8125282268
0.784806666667,0.215193333333,0.0460953513114,106.138468786,70.8125282268
0.782853333333,0.217146666667,0.0463680921361,106.766477743,70.8125282268
0.7809,0.2191,0.0466415935934,107.396238122,70.8125282268
0.778946666667,0.221053333333,0.0469158698833,108.027782618,70.8125282268
0.776993333333,0.223006666667,0.0471909351536,108.661143809,70.8125282268
0.77504,0.22496,0.0474668035053,109.296354163,70.8125282268
0.773086666667,0.226913333333,0.0477434889981,109.933446055,70.8125282268
0.771133333333,0.228866666667,0.0480210056553,110.572451772,70.8125282268
0.76918,0.23082,0.048299367469,111.213403535,70.8125282268
0.767226666667,0.232773333333,0.0485785884051,111.8563335,70.8125282268
0.765273333333,0.234726666667,0.0488586824083,112.501273777,70.8125282268
0.76332,0.23668,0.0491396634062,113.148256434,70.8125282268
0.761366666667,0.238633333333,0.0494215453142,113.797313513,70.8125282268
0.759413333333,0.240586666667,0.0497043420401,114.448477039,70.8125282268
0.75746,0.24254,0.049988067488,115.101779025,70.8125282268
0.755506666667,0.244493333333,0.050272735563,115.757251491,70.8125282268
0.753553333333,0.246446666667,0.0505583601749,116.414926465,70.8125282268
0.7516,0.2484,0.0508449552426,117.074835996,70.8125282268
0.749646666667,0.250353333333,0.0511325346981,117.737012163,70.8125282268
0.747693333333,0.252306666667,0.0514211124899,118.401487084,70.8125282268
0.74574,0.25426,0.0517107025875,119.068292926,70.8125282268
0.743786666667,0.256213333333,0.0520013189846,119.73746191,70.8125282268
0.741833333333,0.258166666667,0.0522929757033,120.409026323,70.8125282268
0.73988,0.26012,0.0525856867972,121.083018524,70.8125282268
0.737926666667,0.262073333333,0.0528794663554,121.759470955,70.8125282268
0.735973333333,0.264026666667,0.0531743285057,122.438416147,70.8125282268
0.73402,0.26598,0.0534702874186,123.119886728,70.8125282268
0.732066666667,0.267933333333,0.0537673573101,123.803915432,70.8125282268
0.730113333333,0.269886666667,0.0540655524453,124.490535105,70.8125282268
0.72816,0.27184,0.0543648871422,125.179778716,70.8125282268
0.726206666667,0.273793333333,0.0546653757742,125.871679361,70.8125282268
0.724253333333,0.275746666667,0.0549670327742,126.566270272,70.8125282268
0.7223,0.2777,0.0552698726373,127.263584826,70.8125282268
0.720346666667,0.279653333333,0.0555739099243,127.963656551,70.8125282268
0.718393333333,0.281606666667,0.0558791592647,128.666519132,70.8125282268
0.71644,0.28356,0.0561856353603,129.372206421,70.8125282268
0.714486666667,0.285513333333,0.0564933529876,130.080752443,70.8125282268
0.712533333333,0.287466666667,0.0568023270019,130.792191402,70.8125282268
0.71058,0.28942,0.0571125723396,131.506557692,70.8125282268
0.708626666667,0.291373333333,0.0574241040219,132.223885899,70.8125282268
0.706673333333,0.293326666667,0.0577369371575,132.944210814,70.8125282268
0.70472,0.29528,0.058051086946,133.667567434,70.8125282268
0.702766666667,0.297233333333,0.0583665686809,134.393990974,70.8125282268
0.700813333333,0.299186666667,0.0586833977525,135.123516871,70.8125282268
0.69886,0.30114,0.0590015896513,135.856180794,70.8125282268
0.696906666667,0.303093333333,0.0593211599709,136.592018648,70.8125282268
0.694953333333,0.305046666667,0.059642124411,137.331066583,70.8125282268
0.693,0.307,0.059964498781,138.073361002,70.8125282268
0.691046666667,0.308953333333,0.0602882990024,138.818938565,70.8125282268
0.689093333333,0.310906666667,0.0606135411122,139.567836199,70.8125282268
0.68714,0.31286,0.0609402412664,140.320091103,70.8125282268
0.685186666667,0.314813333333,0.0612684157424,141.07574076,70.8125282268
0.683233333333,0.316766666667,0.0615980809428,141.834822936,70.8125282268
0.68128,0.31872,0.0619292533981,142.597375695,70.8125282268
0.679326666667,0.320673333333,0.0622619497701,143.363437401,70.8125282268
0.677373333333,0.322626666667,0.0625961868551,144.133046731,70.8125282268
0.67542,0.32458,0.062931981587,144.906242675,70.8125282268
0.673466666667,0.326533333333,0.0632693510404,145.683064549,70.8125282268
0.671513333333,0.328486666667,0.0636083124342,146.463552002,70.8125282268
0.66956,0.33044,0.0639488831347,147.24774502,70.8125282268
0.667606666667,0.332393333333,0.0642910806589,148.035683938,70.8125282268
0.665653333333,0.334346666667,0.0646349226775,148.827409444,70.8125282268
0.6637,0.3363,0.064980427019,149.62296259,70.8125282268
0.661746666667,0.338253333333,0.0653276116724,150.422384798,70.8125282268
0.659793333333,0.340206666667,0.065676494791,151.225717866,70.8125282268
0.65784,0.34216,0.0660270946954,152.033003979,70.8125282268
0.655886666667,0.344113333333,0.0663794298777,152.844285718,70.8125282268
0.653933333333,0.346066666667,0.0667335190045,153.659606063,70.8125282268
0.65198,0.34802,0.0670893809204,154.479008405,70.8125282268
0.650026666667,0.349973333333,0.0674470346519,155.302536556,70.8125282268
0.648073333333,0.351926666667,0.067806499411,156.130234752,70.8125282268
0.64612,0.35388,0.0681677945986,156.962147665,70.8125282268
0.644166666667,0.355833333333,0.0685309398088,157.798320413,70.8125282268
0.642213333333,0.357786666667,0.0688959548318,158.638798563,70.8125282268
0.64026,0.35974,0.0692628596585,159.483628148,70.8125282268
0.638306666667,0.361693333333,0.0696316744842,160.332855668,70.8125282268
0.636353333333,0.363646666667,0.0700024197123,161.186528103,70.8125282268
0.6344,0.3656,0.0703751159582,162.044692923,70.8125282268
0.632446666667,0.367553333333,0.0707497840538,162.907398095,70.8125282268
0.630493333333,0.369506666667,0.0711264450512,163.774692093,70.8125282268
0.62854,0.37146,0.0715051202269,164.646623907,70.8125282268
0.626586666667,0.373413333333,0.0718858310863,165.523243057,70.8125282268
0.624633333333,0.375366666667,0.0722685993673,166.404599595,70.8125282268
0.62268,0.37732,0.0726534470455,167.290744122,70.8125282268
0.620726666667,0.379273333333,0.0730403963378,168.181727794,70.8125282268
0.618773333333,0.381226666667,0.0734294697074,169.077602335,70.8125282268
0.61682,0.38318,0.0738206898681,169.978420045,70.8125282268
0.614866666667,0.385133333333,0.074214079789,170.884233813,70.8125282268
0.612913333333,0.387086666667,0.0746096626991,171.795097124,70.8125282268
0.61096,0.38904,0.0750074620919,172.711064076,70.8125282268
0.609006666667,0.390993333333,0.0754075017307,173.632189385,70.8125282268
0.607053333333,0.392946666667,0.0758098056531,174.5585284,70.8125282268
0.6051,0.3949,0.076214398176,175.490137112,70.8125282268
0.603146666667,0.396853333333,0.0766213039009,176.427072168,70.8125282268
0.601193333333,0.398806666667,0.0770305477191,177.369390883,70.8125282268
0.59924,0.40076,0.0774421548165,178.31715125,70.8125282268
0.597286666667,0.402713333333,0.0778561506794,179.270411952,70.8125282268
0.595333333333,0.404666666667,0.0782725610998,180.229232379,70.8125282268
0.59338,0.40662,0.078691412181,181.193672635,70.8125282268
0.591426666667,0.408573333333,0.0791127303429,182.163793554,70.8125282268
0.589473333333,0.410526666667,0.0795365423281,183.139656713,70.8125282268
0.58752,0.41248,0.0799628752077,184.121324446,70.8125282268
0.585566666667,0.414433333333,0.0803917563871,185.108859857,70.8125282268
0.583613333333,0.416386666667,0.0808232136121,186.102326831,70.8125282268
0.58166,0.41834,0.081257274975,187.101790055,70.8125282268
0.579706666667,0.420293333333,0.081693968921,188.107315025,70.8125282268
0.577753333333,0.422246666667,0.0821333242546,189.118968067,70.8125282268
0.5758,0.4242,0.082575370146,190.136816347,70.8125282268
0.573846666667,0.426153333333,0.0830201361379,191.160927889,70.8125282268
0.571893333333,0.428106666667,0.0834676521519,192.191371592,70.8125282268
0.56994,0.43006,0.083917948496,193.228217242,70.8125282268
0.567986666667,0.432013333333,0.0843710558712,194.271535529,70.8125282268
0.566033333333,0.433966666667,0.0848270053786,195.321398068,70.8125282268
0.56408,0.43592,0.0852858285271,196.37787741,70.8125282268
0.562126666667,0.437873333333,0.0857475572406,197.441047063,70.8125282268
0.560173333333,0.439826666667,0.0862122238655,198.510981507,70.8125282268
0.55822,0.44178,0.0866798611789,199.587756213,70.8125282268
0.556266666667,0.443733333333,0.0871505023958,200.671447664,70.8125282268
0.554313333333,0.445686666667,0.087624181178,201.762133366,70.8125282268
0.55236,0.44764,0.0881009316417,202.859891877,70.8125282268
0.550406666667,0.449593333333,0.0885807883661,203.964802818,70.8125282268
0.548453333333,0.451546666667,0.0890637864022,205.076946895,70.8125282268
0.5465,0.4535,0.0895499612811,206.196405924,70.8125282268
0.544546666667,0.455453333333,0.0900393490234,207.323262844,70.8125282268
0.542593333333,0.457406666667,0.0905319861481,208.457601744,70.8125282268
0.54064,0.45936,0.0910279096819,209.59950788,70.8125282268
0.538686666667,0.461313333333,0.0915271571687,210.749067701,70.8125282268
0.536733333333,0.463266666667,0.0920297666794,211.906368868,70.8125282268
0.53478,0.46522,0.0925357768219,213.071500279,70.8125282268
0.532826666667,0.467173333333,0.0930452267509,214.244552091,70.8125282268
0.530873333333,0.469126666667,0.0935581561788,215.425615745,70.8125282268
0.52892,0.47108,0.0940746053855,216.61478399,70.8125282268
0.526966666667,0.473033333333,0.0945946152301,217.812150906,70.8125282268
0.525013333333,0.474986666667,0.0951182271612,219.017811933,70.8125282268
0.52306,0.47694,0.0956454832285,220.231863894,70.8125282268
0.521106666667,0.478893333333,0.0961764260945,221.454405023,70.8125282268
0.519153333333,0.480846666667,0.0967110990458,222.68553499,70.8125282268
0.5172,0.4828,0.0972495460057,223.925354933,70.8125282268
0.515246666667,0.484753333333,0.0977918115462,225.173967483,70.8125282268
0.513293333333,0.486706666667,0.0983379409005,226.431476793,70.8125282268
0.51134,0.48866,0.0988879799763,227.69798857,70.8125282268
0.509386666667,0.490613333333,0.0994419753685,228.973610101,70.8125282268
0.507433333333,0.492566666667,0.0999999743729,230.258450291,70.8125282268
0.50548,0.49452,0.100562025,231.552619686,70.8125282268
0.503526666667,0.496473333333,0.101128175989,232.856230514,70.8125282268
0.501573333333,0.498426666667,0.101698476823,234.169396712,70.8125282268
0.49962,0.50038,0.102272977741,235.492233962,70.8125282268
0.497666666667,0.502333333333,0.102851729757,236.824859727,70.8125282268
0.495713333333,0.504286666667,0.103434784673,238.167393285,70.8125282268
0.49376,0.50624,0.104022195095,239.519955767,70.8125282268
0.491806666667,0.508193333333,0.10461401445,240.882670191,70.8125282268
0.489853333333,0.510146666667,0.105210297001,242.255661505,70.8125282268
0.4879,0.5121,0.105811097866,243.63905662,70.8125282268
0.485946666667,0.514053333333,0.106416473034,245.032984457,70.8125282268
0.483993333333,0.516006666667,0.107026479383,246.437575983,70.8125282268
0.48204,0.51796,0.107641174699,247.852964253,70.8125282268
0.480086666667,0.519913333333,0.108260617692,249.279284457,70.8125282268
0.478133333333,0.521866666667,0.108884868021,250.716673958,70.8125282268
0.47618,0.52382,0.109513986306,252.165272342,70.8125282268
0.474226666667,0.525773333333,0.110148034154,253.625221465,70.8125282268
0.472273333333,0.527726666667,0.110787074175,255.096665493,70.8125282268
0.47032,0.52968,0.111431170009,256.579750958,70.8125282268
0.468366666667,0.531633333333,0.112080386341,258.074626806,70.8125282268
0.466413333333,0.533586666667,0.112734788927,259.581444445,70.8125282268
0.46446,0.53554,0.113394444616,261.100357801,70.8125282268
0.462506666667,0.537493333333,0.114059421372,262.631523368,70.8125282268
0.460553333333,0.539446666667,0.114729788301,264.175100265,70.8125282268
0.4586,0.5414,0.115405615672,265.731250294,70.8125282268
0.456646666667,0.543353333333,0.116086974942,267.300137993,70.8125282268
0.454693333333,0.545306666667,0.116773938786,268.881930699,70.8125282268
0.45274,0.54726,0.117466581119,270.476798609,70.8125282268
0.450786666667,0.549213333333,0.118164977123,272.084914838,70.8125282268
0.448833333333,0.551166666667,0.11886920328,273.706455487,70.8125282268
0.44688,0.55312,0.119579337393,275.34159971,70.8125282268
0.444926666667,0.555073333333,0.120295458621,276.990529776,70.8125282268
0.442973333333,0.557026666667,0.121017647508,278.653431141,70.8125282268
0.44102,0.55898,0.12174598601,280.330492519,70.8125282268
0.439066666667,0.560933333333,0.122480557533,282.021905956,70.8125282268
0.437113333333,0.562886666667,0.123221446958,283.727866902,70.8125282268
0.43516,0.56484,0.123968740682,285.44857429,70.8125282268
0.433206666667,0.566793333333,0.124722526645,287.184230614,70.8125282268
0.431253333333,0.568746666667,0.125482894373,288.935042009,70.8125282268
0.4293,0.5707,0.126249935005,290.701218335,70.8125282268
0.427346666667,0.572653333333,0.12702374134,292.482973265,70.8125282268
0.425393333333,0.574606666667,0.127804407864,294.280524368,70.8125282268
0.42344,0.57656,0.128592030802,296.094093203,70.8125282268
0.421486666667,0.578513333333,0.129386708146,297.923905409,70.8125282268
0.419533333333,0.580466666667,0.130188539705,299.770190804,70.8125282268
0.41758,0.58242,0.130997627144,301.63318348,70.8125282268
0.415626666667,0.584373333333,0.131814074027,303.513121903,70.8125282268
0.413673333333,0.586326666667,0.132637985865,305.410249019,70.8125282268
0.41172,0.58828,0.13346947016,307.32481236,70.8125282268
0.409766666667,0.590233333333,0.134308636452,309.257064154,70.8125282268
0.407813333333,0.592186666667,0.135155596369,311.207261435,70.8125282268
0.40586,0.59414,0.136010463681,313.175666162,70.8125282268
0.403906666667,0.596093333333,0.136873354343,315.162545339,70.8125282268
0.401953333333,0.598046666667,0.137744386559,317.168171133,70.8125282268
0.4,0.6,0.138623680826,319.192821007,70.8125282268
